Symbol,Company Name,Industry,Index,Sector
DELHIVERY.NS,Delhivery Ltd.,Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
DEVYANI.NS,Devyani International Ltd.,Consumer Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
DHANUKA.NS,Dhanuka Agritech Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
DIACABS.NS,Diamond Power Infrastructure Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
DIVISLAB.NS,Divi's Laboratories Ltd.,Healthcare,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']","['NIFTY_HEALTHCARE', 'NIFTY_PHARMA']"
DIXON.NS,Dixon Technologies (India) Ltd.,Consumer Durables,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_CONSUMER_DURABLES']
DLF.NS,DLF Ltd.,Realty,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_REALTY']
DMART.NS,Avenue Supermarts Ltd.,Consumer Services,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
DODLA.NS,Dodla Dairy Ltd.,Fast Moving Consumer Goods,['NIFTYTOTALMARKET'],[]
DOMS.NS,DOMS Industries Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
DRREDDY.NS,Dr. Reddy's Laboratories Ltd.,Healthcare,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']","['NIFTY_HEALTHCARE', 'NIFTY_PHARMA']"
DYNAMATECH.NS,Dynamatic Technologies Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
EASEMYTRIP.NS,Easy Trip Planners Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
ECLERX.NS,eClerx Services Ltd.,Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
EDELWEISS.NS,Edelweiss Financial Services Ltd.,Financial Services,['NIFTYTOTALMARKET'],[]
EICHERMOT.NS,Eicher Motors Ltd.,Automobile and Auto Components,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_AUTO']
EIDPARRY.NS,E.I.D. Parry (India) Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_CHEMICALS']
EIEL.NS,Enviro Infra Engineers Ltd.,Utilities,['NIFTYTOTALMARKET'],[]
EIHOTEL.NS,EIH Ltd.,Consumer Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ELECON.NS,Elecon Engineering Co. Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ELECTCAST.NS,Electrosteel Castings Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
ELGIEQUIP.NS,Elgi Equipments Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
EMAMILTD.NS,Emami Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_FMCG']
EMBDL.NS,Embassy Developments Ltd.,Realty,['NIFTYTOTALMARKET'],[]
EMCURE.NS,Emcure Pharmaceuticals Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
EMIL.NS,Electronics Mart India Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
EMUDHRA.NS,eMudhra Ltd.,Information Technology,['NIFTYTOTALMARKET'],[]
ENDURANCE.NS,Endurance Technologies Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
ENGINERSIN.NS,Engineers India Ltd.,Construction,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ENRIN.NS,Siemens Energy India Ltd.,Capital Goods,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
ENTERO.NS,Entero Healthcare Solutions Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
EPIGRAL.NS,Epigral Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
EPL.NS,EPL Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
EQUITASBNK.NS,Equitas Small Finance Bank Ltd.,Financial Services,['NIFTYTOTALMARKET'],[]
ERIS.NS,Eris Lifesciences Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
ESCORTS.NS,Escorts Kubota Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
ETERNAL.NS,Eternal Ltd.,Consumer Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",[]
ETHOSLTD.NS,Ethos Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
EUREKAFORB.NS,Eureka Forbes Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
EXIDEIND.NS,Exide Industries Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_AUTO']
FACT.NS,Fertilisers and Chemicals Travancore Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
FDC.NS,FDC Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
FEDERALBNK.NS,Federal Bank Ltd.,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_PRIVATEBANK', 'NIFTY_BANK']"
FIEMIND.NS,Fiem Industries Ltd,Automobile and Auto Components,['NIFTYTOTALMARKET'],[]
FINCABLES.NS,Finolex Cables Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
FINEORG.NS,Fine Organic Industries Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
FINPIPE.NS,Finolex Industries Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
FIRSTCRY.NS,Brainbees Solutions Ltd.,Consumer Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
FIVESTAR.NS,Five-Star Business Finance Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
FLUOROCHEM.NS,Gujarat Fluorochemicals Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_CHEMICALS']
FORCEMOT.NS,Force Motors Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
FORTIS.NS,Fortis Healthcare Ltd.,Healthcare,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_HEALTHCARE']
FSL.NS,Firstsource Solutions Ltd.,Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
GABRIEL.NS,Gabriel India Ltd.,Automobile and Auto Components,['NIFTYTOTALMARKET'],[]
GAEL.NS,Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,['NIFTYTOTALMARKET'],[]
GAIL.NS,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_OILANDGAS']
GALLANTT.NS,Gallantt Ispat Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
GANECOS.NS,Ganesha Ecosphere Ltd.,Textiles,['NIFTYTOTALMARKET'],[]
GANESHHOU.NS,Ganesh Housing Ltd.,Realty,['NIFTYTOTALMARKET'],[]
GARFIBRES.NS,Garware Technical Fibres Ltd.,Textiles,['NIFTYTOTALMARKET'],[]
GATEWAY.NS,Gateway Distriparks Ltd.,Services,['NIFTYTOTALMARKET'],[]
GESHIP.NS,Great Eastern Shipping Co. Ltd.,Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
GHCL.NS,GHCL Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
GICRE.NS,General Insurance Corporation of India,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
GILLETTE.NS,Gillette India Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
GLAND.NS,Gland Pharma Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_PHARMA']
GLAXO.NS,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
GLENMARK.NS,Glenmark Pharmaceuticals Ltd.,Healthcare,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_HEALTHCARE', 'NIFTY_PHARMA']"
GMDCLTD.NS,Gujarat Mineral Development Corporation Ltd.,Metals & Mining,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
GMMPFAUDLR.NS,GMM Pfaudler Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
GMRAIRPORT.NS,GMR Airports Ltd.,Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
GMRP&UI.NS,GMR Power and Urban Infra Ltd.,Power,['NIFTYTOTALMARKET'],[]
GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,['NIFTYTOTALMARKET'],['NIFTY_CHEMICALS']
GODFRYPHLP.NS,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
GODIGIT.NS,Go Digit General Insurance Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
GODREJAGRO.NS,Godrej Agrovet Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
GODREJCP.NS,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_FMCG']
GODREJIND.NS,Godrej Industries Ltd.,Diversified,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
GODREJPROP.NS,Godrej Properties Ltd.,Realty,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_REALTY']
GOKEX.NS,Gokaldas Exports Ltd.,Textiles,['NIFTYTOTALMARKET'],[]
GPIL.NS,Godawari Power & Ispat Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
GPPL.NS,Gujarat Pipavav Port Ltd.,Services,['NIFTYTOTALMARKET'],[]
GRANULES.NS,Granules India Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
GRAPHITE.NS,Graphite India Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
GRASIM.NS,Grasim Industries Ltd.,Construction Materials,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_CEMENT']
GRAVITA.NS,Gravita India Ltd.,Metals & Mining,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
GREAVESCOT.NS,Greaves Cotton Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
GREENPANEL.NS,Greenpanel Industries Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
GRINFRA.NS,G R Infraprojects Ltd.,Construction,['NIFTYTOTALMARKET'],[]
GRSE.NS,Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
GRWRHITECH.NS,Garware Hi-Tech Films Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
GSFC.NS,Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,['NIFTYTOTALMARKET'],[]
GSPL.NS,Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_OILANDGAS']
GUJGASLTD.NS,Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_OILANDGAS']
GULFOILLUB.NS,Gulf Oil Lubricants India Ltd.,Oil Gas & Consumable Fuels,['NIFTYTOTALMARKET'],[]
GVT&D.NS,GE Vernova T&D India Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
HAL.NS,Hindustan Aeronautics Ltd.,Capital Goods,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
HAPPSTMNDS.NS,Happiest Minds Technologies Ltd.,Information Technology,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
HATHWAY.NS,Hathway Cable & Datacom Ltd.,Media Entertainment & Publication,[],['NIFTY_MEDIA']
HAVELLS.NS,Havells India Ltd.,Consumer Durables,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_CONSUMER_DURABLES']
HBLENGINE.NS,HBL Engineering Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
HCC.NS,Hindustan Construction Co. Ltd.,Construction,['NIFTYTOTALMARKET'],[]
HCG.NS,Healthcare Global Enterprises Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
HCLTECH.NS,HCL Technologies Ltd.,Information Technology,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_IT']
HDFCAMC.NS,HDFC Asset Management Company Ltd.,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
HDFCBANK.NS,HDFC Bank Ltd.,Financial Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST', 'NIFTY_PRIVATEBANK', 'NIFTY_BANK']"
HDFCLIFE.NS,HDFC Life Insurance Company Ltd.,Financial Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST']"
HEG.NS,H.E.G. Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
HEMIPROP.NS,Hemisphere Properties India Ltd.,Services,['NIFTYTOTALMARKET'],[]
HERITGFOOD.NS,Heritage Foods Ltd.,Fast Moving Consumer Goods,['NIFTYTOTALMARKET'],[]
HEROMOTOCO.NS,Hero MotoCorp Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_AUTO']
HEXT.NS,Hexaware Technologies Ltd.,Information Technology,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
HFCL.NS,HFCL Ltd.,Telecommunication,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
HGINFRA.NS,H.G. Infra Engineering Ltd.,Construction,['NIFTYTOTALMARKET'],[]
HIKAL.NS,Hikal Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
HINDALCO.NS,Hindalco Industries Ltd.,Metals & Mining,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_METAL']
HINDCOPPER.NS,Hindustan Copper Ltd.,Metals & Mining,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_METAL']
HINDPETRO.NS,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_OILANDGAS']
HINDUNILVR.NS,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_FMCG']
HINDZINC.NS,Hindustan Zinc Ltd.,Metals & Mining,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_METAL']
HOMEFIRST.NS,Home First Finance Company India Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
HONASA.NS,Honasa Consumer Ltd.,Fast Moving Consumer Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
HONAUT.NS,Honeywell Automation India Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
HSCL.NS,Himadri Speciality Chemical Ltd.,Chemicals,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_CHEMICALS']
HUDCO.NS,Housing & Urban Development Corporation Ltd.,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
HYUNDAI.NS,Hyundai Motor India Ltd.,Automobile and Auto Components,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
ICICIBANK.NS,ICICI Bank Ltd.,Financial Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST', 'NIFTY_PRIVATEBANK', 'NIFTY_BANK']"
ICICIGI.NS,ICICI Lombard General Insurance Company Ltd.,Financial Services,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST']"
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST']"
ICIL.NS,Indo Count Industries Ltd.,Textiles,['NIFTYTOTALMARKET'],[]
IDBI.NS,IDBI Bank Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
IDEA.NS,Vodafone Idea Ltd.,Telecommunication,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
IDFCFIRSTB.NS,IDFC First Bank Ltd.,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_PRIVATEBANK', 'NIFTY_BANK']"
IEX.NS,Indian Energy Exchange Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
IFBIND.NS,IFB Industries Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
IFCI.NS,IFCI Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
IGIL.NS,International Gemmological Institute (India) Ltd.,Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
IGL.NS,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_OILANDGAS']
IIFL.NS,IIFL Finance Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
IIFLCAPS.NS,IIFL Capital Services Ltd.,Financial Services,['NIFTYTOTALMARKET'],[]
IKS.NS,Inventurus Knowledge Solutions Ltd.,Information Technology,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
IMAGICAA.NS,Imagicaaworld Entertainment Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
IMFA.NS,Indian Metals & Ferro Alloys Ltd.,Metals & Mining,['NIFTYTOTALMARKET'],[]
INDGN.NS,Indegene Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
INDHOTEL.NS,Indian Hotels Co. Ltd.,Consumer Services,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
INDIACEM.NS,India Cements Ltd.,Construction Materials,"['NIFTY500', 'NIFTYTOTALMARKET']",['NIFTY_CEMENT']
INDIAGLYCO.NS,India Glycols Ltd.,Fast Moving Consumer Goods,['NIFTYTOTALMARKET'],[]
INDIAMART.NS,Indiamart Intermesh Ltd.,Consumer Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
INDIANB.NS,Indian Bank,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_PSUBANK']
INDIASHLTR.NS,India Shelter Finance Corporation Ltd.,Financial Services,['NIFTYTOTALMARKET'],[]
INDIGO.NS,InterGlobe Aviation Ltd.,Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",[]
INDIGOPNTS.NS,Indigo Paints Ltd.,Consumer Durables,['NIFTYTOTALMARKET'],[]
INDUSINDBK.NS,IndusInd Bank Ltd.,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_PRIVATEBANK', 'NIFTY_BANK']"
INDUSTOWER.NS,Indus Towers Ltd.,Telecommunication,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
INFY.NS,Infosys Ltd.,Information Technology,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_IT']
INGERRAND.NS,Ingersoll Rand (India) Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
INNOVACAP.NS,Innova Captab Ltd.,Healthcare,['NIFTYTOTALMARKET'],[]
INOXGREEN.NS,Inox Green Energy Services Ltd.,Power,['NIFTYTOTALMARKET'],[]
INOXINDIA.NS,INOX India Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
INOXWIND.NS,Inox Wind Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
INTELLECT.NS,Intellect Design Arena Ltd.,Information Technology,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
IOB.NS,Indian Overseas Bank,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_PSUBANK']
IOC.NS,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_OILANDGAS']
IONEXCHANG.NS,Ion Exchange (India) Ltd.,Utilities,['NIFTYTOTALMARKET'],[]
IPCALAB.NS,Ipca Laboratories Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']","['NIFTY_HEALTHCARE', 'NIFTY_PHARMA']"
IRB.NS,IRB Infrastructure Developers Ltd.,Construction,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
IRCON.NS,IRCON International Ltd.,Construction,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
IRCTC.NS,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
IREDA.NS,Indian Renewable Energy Development Agency Ltd.,Financial Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
IRFC.NS,Indian Railway Finance Corporation Ltd.,Financial Services,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",[]
ISGEC.NS,Isgec Heavy Engineering Ltd.,Construction,['NIFTYTOTALMARKET'],[]
ITC.NS,ITC Ltd.,Fast Moving Consumer Goods,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']",['NIFTY_FMCG']
ITCHOTELS.NS,ITC Hotels Ltd.,Consumer Services,"['NIFTY500', 'NIFTY200', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",[]
ITI.NS,ITI Ltd.,Telecommunication,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
IXIGO.NS,Le Travenues Technology Ltd.,Consumer Services,['NIFTYTOTALMARKET'],[]
J&KBANK.NS,Jammu & Kashmir Bank Ltd.,Financial Services,"['NIFTY500', 'NIFTYTOTALMARKET']",[]
JAIBALAJI.NS,Jai Balaji Industries Ltd.,Metals & Mining,['NIFTYTOTALMARKET'],[]
JAMNAAUTO.NS,Jamna Auto Industries Ltd.,Automobile and Auto Components,['NIFTYTOTALMARKET'],[]
JBCHEPHARM.NS,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",['NIFTY_PHARMA']
JBMA.NS,JBM Auto Ltd.,Automobile and Auto Components,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
JINDALSAW.NS,Jindal Saw Ltd.,Capital Goods,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYSMALLCAP100']",[]
JINDALSTEL.NS,Jindal Steel Ltd.,Metals & Mining,"['NIFTY200', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTYNEXT50', 'NIFTY500']",['NIFTY_METAL']
JINDWORLD.NS,Jindal Worldwide Ltd.,Textiles,['NIFTYTOTALMARKET'],[]
JIOFIN.NS,Jio Financial Services Ltd.,Financial Services,"['NIFTY200', 'NIFTY50', 'NIFTY100', 'NIFTYTOTALMARKET', 'NIFTY500']","['NIFTY_FINANCIAL_SERVICES', 'NIFTY_FINANCIAL_SERVICES25-50LIST']"
JISLJALEQS.NS,Jain Irrigation Systems Ltd.,Capital Goods,['NIFTYTOTALMARKET'],[]
JKCEMENT.NS,J.K. Cement Ltd.,Construction Materials,"['NIFTY500', 'NIFTYTOTALMARKET', 'NIFTYMIDCAP150']",['NIFTY_CEMENT']
JKIL.NS,J.Kumar Infraprojects Ltd.,Construction,['NIFTYTOTALMARKET'],[]
JKLAKSHMI.NS,JK Lakshmi Cement Ltd.,Construction Materials,['NIFTYTOTALMARKET'],['NIFTY_CEMENT']
